frame_number,timestamp,track_id,x1,y1,x2,y2,confidence
329,13.16,18,1149,310,1169,324,1.0
330,13.2,15,974,323,997,340,1.0
330,13.2,16,1086,314,1112,327,1.0
330,13.2,17,1130,315,1149,329,1.0
330,13.2,18,1149,310,1169,324,1.0
331,13.24,15,974,323,997,340,1.0
331,13.24,16,1086,314,1112,327,1.0
331,13.24,17,1130,315,1149,329,1.0
331,13.24,18,1149,310,1169,324,1.0
332,13.28,15,974,323,997,340,1.0
332,13.28,16,1086,314,1112,327,1.0
332,13.28,17,1130,315,1149,329,1.0
332,13.28,18,1149,310,1169,324,1.0
333,13.32,15,974,323,997,340,1.0
333,13.32,16,1086,314,1112,327,1.0
333,13.32,17,1130,315,1149,329,1.0
333,13.32,18,1149,310,1169,324,1.0
334,13.36,15,974,323,997,340,1.0
334,13.36,16,1086,314,1112,327,1.0
334,13.36,17,1130,315,1149,329,1.0
334,13.36,18,1149,310,1169,324,1.0
335,13.4,15,974,323,997,340,1.0
335,13.4,16,1086,314,1112,327,1.0
335,13.4,17,1130,315,1149,329,1.0
335,13.4,18,1149,310,1169,324,1.0
336,13.44,15,974,323,997,340,1.0
336,13.44,16,1086,314,1112,327,1.0
336,13.44,17,1130,315,1149,329,1.0
336,13.44,18,1149,310,1169,324,1.0
337,13.48,15,974,323,997,340,1.0
337,13.48,16,1086,314,1112,327,1.0
337,13.48,17,1130,315,1149,329,1.0
337,13.48,18,1149,310,1169,324,1.0
338,13.52,15,974,323,997,340,1.0
338,13.52,16,1086,314,1112,327,1.0
338,13.52,17,1130,315,1149,329,1.0
338,13.52,18,1149,310,1169,324,1.0
339,13.56,15,974,323,997,340,1.0
339,13.56,16,1086,314,1112,327,1.0
339,13.56,17,1130,315,1149,329,1.0
339,13.56,18,1149,310,1169,324,1.0
340,13.6,15,974,323,997,340,1.0
340,13.6,16,1086,314,1112,327,1.0
340,13.6,17,1130,315,1149,329,1.0
340,13.6,18,1149,310,1169,324,1.0
341,13.64,15,974,323,997,340,1.0
341,13.64,16,1086,314,1112,327,1.0
341,13.64,17,1130,315,1149,329,1.0
341,13.64,18,1149,310,1169,324,1.0
342,13.68,15,974,323,997,340,1.0
342,13.68,16,1086,314,1112,327,1.0
342,13.68,17,1130,315,1149,329,1.0
342,13.68,18,1149,310,1169,324,1.0
343,13.72,15,974,323,997,340,1.0
343,13.72,16,1086,314,1112,327,1.0
343,13.72,17,1130,315,1149,329,1.0
343,13.72,18,1149,310,1169,324,1.0
344,13.76,15,974,323,997,340,1.0
344,13.76,16,1086,314,1112,327,1.0
344,13.76,17,1130,315,1149,329,1.0
344,13.76,18,1149,310,1169,324,1.0
345,13.8,15,974,323,997,340,1.0
345,13.8,16,1086,314,1112,327,1.0
345,13.8,17,1130,315,1149,329,1.0
345,13.8,18,1149,310,1169,324,1.0
346,13.84,15,974,323,997,340,1.0
346,13.84,16,1086,314,1112,327,1.0
346,13.84,17,1130,315,1149,329,1.0
346,13.84,18,1149,310,1169,324,1.0
347,13.88,15,974,323,997,340,1.0
347,13.88,16,1086,314,1112,327,1.0
347,13.88,17,1130,315,1149,329,1.0
347,13.88,18,1149,310,1169,324,1.0
348,13.92,15,974,323,997,340,1.0
348,13.92,16,1086,314,1112,327,1.0
348,13.92,17,1130,315,1149,329,1.0
348,13.92,18,1149,310,1169,324,1.0
349,13.96,15,974,323,997,340,1.0
349,13.96,16,1086,314,1112,327,1.0
349,13.96,17,1130,315,1149,329,1.0
349,13.96,18,1149,310,1169,324,1.0
350,14.0,15,974,323,997,340,1.0
350,14.0,16,1086,314,1112,327,1.0
350,14.0,17,1130,315,1149,329,1.0
350,14.0,18,1149,310,1169,324,1.0
351,14.04,15,974,323,997,340,1.0
351,14.04,16,1086,314,1112,327,1.0
351,14.04,17,1130,315,1149,329,1.0
351,14.04,18,1149,310,1169,324,1.0
352,14.08,15,974,323,997,340,1.0
352,14.08,16,1086,314,1112,327,1.0
352,14.08,17,1130,315,1149,329,1.0
352,14.08,18,1149,310,1169,324,1.0
353,14.12,16,1086,314,1112,327,1.0
353,14.12,17,1130,315,1149,329,1.0
353,14.12,18,1149,310,1169,324,1.0
354,14.16,16,1086,314,1112,327,1.0
354,14.16,17,1130,315,1149,329,1.0
354,14.16,18,1149,310,1169,324,1.0
355,14.2,16,1086,314,1112,327,1.0
355,14.2,17,1130,315,1149,329,1.0
355,14.2,18,1149,310,1169,324,1.0
356,14.24,16,1086,314,1112,327,1.0
356,14.24,17,1130,315,1149,329,1.0
356,14.24,18,1149,310,1169,324,1.0
357,14.28,17,1130,315,1149,329,1.0
357,14.28,18,1149,310,1169,324,1.0
358,14.32,17,1130,315,1149,329,1.0
358,14.32,18,1149,310,1169,324,1.0
359,14.36,18,1149,310,1169,324,1.0
